"Survived","Pclass","Sex","Age","SibSp","Parch","Fare","Embarked","HasCabin","Fare_capped","Age_norm","Fare_norm","Age_z","Fare_z","Sex_encoded","Embarked_C","Embarked_Q","Embarked_S","Survived_label"
1,"3rd","female",21.5,1,0,15.5,"Q",0,15.5,0.264890676049259,0.236156649561815,-0.572172399172616,-0.417291770240628,0,0,1,0,"Yes"
1,"1st","male",45,0,0,26.55,"S",0,26.55,0.560191002764514,0.404513486830077,1.19415734708893,0.122216215860481,1,0,0,1,"Yes"
0,"3rd","male",40,1,1,15.5,"Q",0,15.5,0.497361146016587,0.236156649561815,0.818342507458817,-0.417291770240628,1,0,1,0,"No"
0,"3rd","male",36,0,0,7.8958,"S",0,7.8958,0.447097260618246,0.120299720878076,0.517690635754723,-0.788561148332036,1,0,0,1,"No"
1,"2nd","female",32,0,0,13,"S",0,13,0.396833375219904,0.198066867374426,0.217038764050629,-0.539352400580246,0,0,0,1,"Yes"
0,"2nd","male",19,0,0,13,"S",0,13,0.233475747675295,0.198066867374426,-0.760079818987675,-0.539352400580246,1,0,0,1,"No"
1,"3rd","female",19,1,0,7.8542,"S",0,7.8542,0.233475747675295,0.119665906902478,-0.760079818987675,-0.790592237220887,0,0,0,1,"Yes"
1,"2nd","male",3,1,1,26,"S",1,26,0.0324202060819301,0.396133734748851,-1.96268730580405,0.0953628771857652,1,0,0,1,"Yes"
1,"1st","female",44,0,0,27.7208,"C",1,27.7208,0.547625031414928,0.422351693624075,1.11899437916291,0.179379650261131,0,1,0,0,"Yes"
1,"1st","female",58,0,0,146.5208,"C",1,65.6344,0.723548630309123,1,2.17127593012724,2.03048281603878,0,1,0,0,"Yes"
0,"3rd","male",25,0,0,7.75,"Q",0,7.75,0.308871575772807,0.118078324780908,-0.309102011431534,-0.795679724293443,1,0,1,0,"No"
0,"3rd","male",42,0,1,8.4042,"S",0,8.4042,0.522493088715758,0.128045658983704,0.968668443310863,-0.763738898546172,1,0,0,1,"No"
1,"3rd","female",21.5,0,0,7.75,"Q",0,7.75,0.264890676049259,0.118078324780908,-0.572172399172616,-0.795679724293443,0,0,1,0,"Yes"
0,"2nd","female",24,0,0,13,"S",0,13,0.296305604423222,0.198066867374426,-0.384264979357558,-0.539352400580246,0,0,0,1,"No"
0,"3rd","male",28,0,0,9.5,"S",0,9.5,0.346569489821563,0.14474117231208,-0.0836131076534643,-0.71023728305571,1,0,0,1,"No"
0,"3rd","male",25,8,2,69.55,"S",0,65.6344,0.308871575772807,1,-0.309102011431534,2.03048281603878,1,0,0,1,"No"
0,"3rd","male",34,0,0,6.4958,"S",0,6.4958,0.421965317919075,0.098969442853138,0.367364699902676,-0.856915101322222,1,0,0,1,"No"
0,"3rd","male",45.5,0,0,7.225,"C",0,7.225,0.566473988439306,0.110079470521556,1.23173883105195,-0.821312456664762,1,1,0,0,"No"
1,"3rd","male",18,0,0,8.05,"S",0,8.05,0.22090977632571,0.122649098643394,-0.835242786913698,-0.781032448652689,1,0,0,1,"Yes"
0,"3rd","female",2,0,1,10.4625,"S",1,10.4625,0.0198542347323448,0.159405738454225,-2.03785027373007,-0.663243940374958,0,0,0,1,"No"
0,"3rd","male",32,1,0,15.85,"S",0,15.85,0.396833375219904,0.24148921906805,0.217038764050629,-0.400203281993082,1,0,0,1,"No"
1,"3rd","male",26,0,0,18.7875,"C",0,18.7875,0.321437547122393,0.286244713138232,-0.233939043505511,-0.256782041344031,1,1,0,0,"Yes"
1,"3rd","female",16,0,0,7.75,"Q",0,7.75,0.195777833626539,0.118078324780908,-0.985568722765745,-0.795679724293443,0,0,1,0,"Yes"
1,"1st","male",40,0,0,31,"C",1,31,0.497361146016587,0.47231329912363,0.818342507458817,0.339484137865,1,1,0,0,"Yes"
0,"3rd","male",24,0,0,7.05,"S",0,7.05,0.296305604423222,0.107413185768439,-0.384264979357558,-0.829856700788536,1,0,0,1,"No"
1,"2nd","female",35,0,0,21,"S",0,21,0.43453128926866,0.319954170374072,0.4425276678287,-0.14875838349347,0,0,0,1,"Yes"
0,"3rd","male",22,0,0,7.25,"S",0,7.25,0.271173661724051,0.11046036834343,-0.534590915209605,-0.820091850361366,1,0,0,1,"No"
0,"2nd","male",30,0,0,13,"S",0,13,0.371701432520734,0.198066867374426,0.0667128281985825,-0.539352400580246,1,0,0,1,"No"
0,"3rd","male",25,1,0,7.75,"Q",0,7.75,0.308871575772807,0.118078324780908,-0.309102011431534,-0.795679724293443,1,0,1,0,"No"
1,"1st","female",31,1,0,113.275,"C",1,65.6344,0.384267403870319,1,0.141875796124606,2.03048281603878,0,1,0,0,"Yes"
1,"3rd","female",27,0,0,7.925,"S",0,7.925,0.334003518471978,0.120744609534025,-0.158776075579488,-0.787135480169669,0,0,0,1,"Yes"
0,"2nd","male",42,1,0,27,"S",0,27,0.522493088715758,0.411369647623807,0.968668443310863,0.144187129321612,1,0,0,1,"No"
1,"1st","female",32,0,0,76.2917,"C",1,65.6344,0.396833375219904,1,0.217038764050629,2.03048281603878,0,1,0,0,"Yes"
0,"2nd","male",30,0,0,10.5,"S",0,10.5,0.371701432520734,0.159977085187036,0.0667128281985825,-0.661413030919863,1,0,0,1,"No"
1,"3rd","male",16,0,0,8.05,"S",0,8.05,0.195777833626539,0.122649098643394,-0.985568722765745,-0.781032448652689,1,0,0,1,"Yes"
0,"2nd","male",27,0,0,13,"S",0,13,0.334003518471978,0.198066867374426,-0.158776075579488,-0.539352400580246,1,0,0,1,"No"
0,"3rd","male",51,0,0,8.05,"S",0,8.05,0.635586830862026,0.122649098643394,1.64513515464507,-0.781032448652689,1,0,0,1,"No"
0,"3rd","male",25,0,0,7.8958,"S",0,7.8958,0.308871575772807,0.120299720878076,-0.309102011431534,-0.788561148332036,1,0,0,1,"No"
1,"1st","male",38,1,0,90,"S",1,65.6344,0.472229203317416,1,0.66801657160677,2.03048281603878,1,0,0,1,"Yes"
0,"3rd","male",22,0,0,9.35,"S",0,9.35,0.271173661724051,0.142455785380837,-0.534590915209605,-0.717560920876087,1,0,0,1,"No"
1,"2nd","male",19,0,0,10.5,"S",0,10.5,0.233475747675295,0.159977085187036,-0.760079818987675,-0.661413030919863,1,0,0,1,"Yes"
0,"3rd","male",20.5,0,0,7.25,"S",0,7.25,0.252324704699673,0.11046036834343,-0.64733536709864,-0.820091850361366,1,0,0,1,"No"
0,"2nd","male",18,0,0,13,"S",0,13,0.22090977632571,0.198066867374426,-0.835242786913698,-0.539352400580246,1,0,0,1,"No"
0,"3rd","female",21.5,3,1,25.4667,"S",0,25.4667,0.264890676049259,0.388008422412637,-0.572172399172616,0.0693249035217179,0,0,0,1,"No"
1,"1st","female",35,1,0,83.475,"S",1,65.6344,0.43453128926866,1,0.4425276678287,2.03048281603878,0,0,0,1,"Yes"
0,"3rd","male",29,0,0,7.775,"S",0,7.775,0.359135461171149,0.118459222602781,-0.00845013972744087,-0.794459117990046,1,0,0,1,"No"
0,"2nd","male",59,0,0,13.5,"S",0,13.5,0.736114601658708,0.205684823811904,2.24643889805326,-0.514940274512322,1,0,0,1,"No"
1,"3rd","female",5,4,2,31.3875,"S",0,31.3875,0.0575521487811008,0.478217215362676,-1.812361369952,0.358403535567641,0,0,0,1,"Yes"
0,"2nd","male",24,0,0,10.5,"S",0,10.5,0.296305604423222,0.159977085187036,-0.384264979357558,-0.661413030919863,1,0,0,1,"No"
0,"3rd","female",21.5,0,0,7.55,"S",0,7.55,0.264890676049259,0.115031142205916,-0.572172399172616,-0.805444574720612,0,0,0,1,"No"
0,"2nd","male",44,1,0,26,"S",0,26,0.547625031414928,0.396133734748851,1.11899437916291,0.0953628771857652,1,0,0,1,"No"
1,"2nd","female",8,0,2,26.25,"S",0,26.25,0.0952500628298567,0.39994271296759,-1.58687246617393,0.107568940219727,0,0,0,1,"Yes"
0,"2nd","male",19,0,0,10.5,"S",0,10.5,0.233475747675295,0.159977085187036,-0.760079818987675,-0.661413030919863,1,0,0,1,"No"
0,"2nd","male",33,0,0,12.275,"S",0,12.275,0.40939934656949,0.187020830540083,0.292201731976653,-0.574749983378735,1,0,0,1,"No"
0,"3rd","female",21.5,1,0,14.4542,"C",0,14.4542,0.264890676049259,0.220222931877186,-0.572172399172616,-0.468352173124297,0,1,0,0,"No"
1,"3rd","female",21.5,1,0,15.5,"Q",0,15.5,0.264890676049259,0.236156649561815,-0.572172399172616,-0.417291770240628,0,0,1,0,"Yes"
0,"2nd","male",29,0,0,10.5,"S",0,10.5,0.359135461171149,0.159977085187036,-0.00845013972744087,-0.661413030919863,1,0,0,1,"No"
0,"3rd","male",22,0,0,7.125,"S",0,7.125,0.271173661724051,0.10855587923406,-0.534590915209605,-0.826194881878347,1,0,0,1,"No"
0,"3rd","male",30,0,0,7.225,"C",0,7.225,0.371701432520734,0.110079470521556,0.0667128281985825,-0.821312456664762,1,1,0,0,"No"
0,"1st","male",44,2,0,90,"Q",1,65.6344,0.547625031414928,1,1.11899437916291,2.03048281603878,1,0,1,0,"No"
0,"3rd","female",25,0,0,7.775,"S",0,7.775,0.308871575772807,0.118459222602781,-0.309102011431534,-0.794459117990046,0,0,0,1,"No"
1,"2nd","female",24,0,2,14.5,"S",0,14.5,0.296305604423222,0.220920736686859,-0.384264979357558,-0.466116022376475,0,0,0,1,"Yes"
1,"1st","male",37,1,1,52.5542,"S",1,52.5542,0.459663231967831,0.800711212413003,0.592853603680746,1.39185183325147,1,0,0,1,"Yes"
0,"2nd","male",54,1,0,26,"S",0,26,0.673284744910782,0.396133734748851,1.87062405842314,0.0953628771857652,1,0,0,1,"No"
0,"3rd","male",25,0,0,7.25,"S",0,7.25,0.308871575772807,0.11046036834343,-0.309102011431534,-0.820091850361366,1,0,0,1,"No"
0,"3rd","female",29,1,1,10.4625,"S",1,10.4625,0.359135461171149,0.159405738454225,-0.00845013972744087,-0.663243940374958,0,0,0,1,"No"
0,"1st","male",62,0,0,26.55,"S",1,26.55,0.773812515707464,0.404513486830077,2.47192780183133,0.122216215860481,1,0,0,1,"No"
0,"3rd","male",30,1,0,16.1,"S",0,16.1,0.371701432520734,0.245298197286789,0.0667128281985825,-0.38799721895912,1,0,0,1,"No"
0,"3rd","female",41,0,2,20.2125,"S",0,20.2125,0.509927117366172,0.307955888985044,0.89350547538484,-0.187207482050449,0,0,0,1,"No"
1,"3rd","female",29,0,2,15.2458,"C",0,15.2458,0.359135461171149,0.232283680509001,-0.00845013972744087,-0.429702895133561,0,1,0,0,"Yes"
1,"1st","female",35,0,0,79.2,"C",0,65.6344,0.43453128926866,1,0.4425276678287,2.03048281603878,0,1,0,0,"Yes"
1,"1st","female",30,0,0,86.5,"S",1,65.6344,0.371701432520734,1,0.0667128281985825,2.03048281603878,0,0,0,1,"Yes"
1,"1st","female",35,0,0,512.3292,"C",0,65.6344,0.43453128926866,1,0.4425276678287,2.03048281603878,0,1,0,0,"Yes"
1,"2nd","female",50,0,1,26,"S",0,26,0.62302085951244,0.396133734748851,1.56997218671905,0.0953628771857652,0,0,0,1,"Yes"
0,"3rd","male",25,0,0,7.75,"Q",0,7.75,0.308871575772807,0.118078324780908,-0.309102011431534,-0.795679724293443,1,0,1,0,"No"
1,"3rd","male",3,4,2,31.3875,"S",0,31.3875,0.0324202060819301,0.478217215362676,-1.96268730580405,0.358403535567641,1,0,0,1,"Yes"
0,"1st","male",52,1,1,79.65,"S",1,65.6344,0.648152802211611,1,1.7202981225711,2.03048281603878,1,0,0,1,"No"
0,"1st","male",40,0,0,0,"S",1,0,0.497361146016587,0,0.818342507458817,-1.17406767834626,1,0,0,1,"No"
0,"3rd","female",21.5,0,0,7.75,"Q",0,7.75,0.264890676049259,0.118078324780908,-0.572172399172616,-0.795679724293443,0,0,1,0,"No"
0,"2nd","male",36,0,0,10.5,"S",0,10.5,0.447097260618246,0.159977085187036,0.517690635754723,-0.661413030919863,1,0,0,1,"No"
0,"3rd","male",16,4,1,39.6875,"S",0,39.6875,0.195777833626539,0.604675292224809,-0.985568722765745,0.763644828295171,1,0,0,1,"No"
1,"3rd","male",25,1,0,7.775,"S",0,7.775,0.308871575772807,0.118459222602781,-0.309102011431534,-0.794459117990046,1,0,0,1,"Yes"
1,"1st","female",58,0,1,153.4625,"S",1,65.6344,0.723548630309123,1,2.17127593012724,2.03048281603878,0,0,0,1,"Yes"
1,"1st","female",35,0,0,135.6333,"S",1,65.6344,0.43453128926866,1,0.4425276678287,2.03048281603878,0,0,0,1,"Yes"
0,"1st","male",40,0,0,31,"S",0,31,0.497361146016587,0.47231329912363,0.818342507458817,0.339484137865,1,0,0,1,"No"
1,"3rd","male",25,0,0,0,"S",0,0,0.308871575772807,0,-0.309102011431534,-1.17406767834626,1,0,0,1,"Yes"
1,"2nd","female",41,0,1,19.5,"S",0,19.5,0.509927117366172,0.297100301061638,0.89350547538484,-0.22199476169724,0,0,0,1,"Yes"
0,"1st","male",37,0,1,29.7,"C",1,29.7,0.459663231967831,0.452506612386188,0.592853603680746,0.276012610088399,1,1,0,0,"No"
1,"3rd","female",21.5,0,0,7.75,"Q",0,7.75,0.264890676049259,0.118078324780908,-0.572172399172616,-0.795679724293443,0,0,1,0,"Yes"
1,"1st","female",63,1,0,77.9583,"S",1,65.6344,0.786378487057049,1,2.54709076975736,2.03048281603878,0,0,0,1,"Yes"
0,"3rd","female",45,0,0,7.75,"S",0,7.75,0.560191002764514,0.118078324780908,1.19415734708893,-0.795679724293443,0,0,0,1,"No"
0,"2nd","male",30,0,0,0,"S",0,0,0.371701432520734,0,0.0667128281985825,-1.17406767834626,1,0,0,1,"No"
0,"3rd","male",7,4,1,29.125,"Q",0,29.125,0.0826840914802714,0.443745962483088,-1.66203543409996,0.247938665110287,1,0,1,0,"No"
1,"3rd","female",35,1,1,20.25,"S",0,20.25,0.43453128926866,0.308527235717855,0.4425276678287,-0.185376572595355,0,0,0,1,"Yes"
0,"3rd","male",65,0,0,7.75,"Q",0,7.75,0.81151042975622,0.118078324780908,2.6974167056094,-0.795679724293443,1,0,1,0,"No"
0,"3rd","male",28,0,0,7.8542,"S",0,7.8542,0.346569489821563,0.119665906902478,-0.0836131076534643,-0.790592237220887,1,0,0,1,"No"
0,"3rd","male",16,0,0,9.5,"S",0,9.5,0.195777833626539,0.14474117231208,-0.985568722765745,-0.71023728305571,1,0,0,1,"No"
1,"3rd","male",19,0,0,8.05,"S",0,8.05,0.233475747675295,0.122649098643394,-0.760079818987675,-0.781032448652689,1,0,0,1,"Yes"
0,"1st","male",40,0,0,26,"S",1,26,0.497361146016587,0.396133734748851,0.818342507458817,0.0953628771857652,1,0,0,1,"No"
0,"3rd","male",33,0,0,8.6625,"C",0,8.6625,0.40939934656949,0.131981095279305,0.292201731976653,-0.751127594219482,1,1,0,0,"No"
1,"3rd","male",30,0,0,9.5,"S",0,9.5,0.371701432520734,0.14474117231208,0.0667128281985825,-0.71023728305571,1,0,0,1,"Yes"
0,"3rd","male",22,0,0,7.8958,"S",0,7.8958,0.271173661724051,0.120299720878076,-0.534590915209605,-0.788561148332036,1,0,0,1,"No"
1,"2nd","male",42,0,0,13,"S",0,13,0.522493088715758,0.198066867374426,0.968668443310863,-0.539352400580246,1,0,0,1,"Yes"
1,"3rd","female",22,0,0,7.75,"Q",0,7.75,0.271173661724051,0.118078324780908,-0.534590915209605,-0.795679724293443,0,0,1,0,"Yes"
1,"1st","female",26,0,0,78.85,"S",0,65.6344,0.321437547122393,1,-0.233939043505511,2.03048281603878,0,0,0,1,"Yes"
1,"1st","female",19,1,0,91.0792,"C",1,65.6344,0.233475747675295,1,-0.760079818987675,2.03048281603878,0,1,0,0,"Yes"
0,"2nd","male",36,0,0,12.875,"C",1,12.875,0.447097260618246,0.196162378265056,0.517690635754723,-0.545455432097227,1,1,0,0,"No"
0,"3rd","female",24,0,0,8.85,"S",0,8.85,0.296305604423222,0.134837828943359,-0.384264979357558,-0.741973046944011,0,0,0,1,"No"
0,"3rd","male",24,0,0,7.8958,"S",0,7.8958,0.296305604423222,0.120299720878076,-0.384264979357558,-0.788561148332036,1,0,0,1,"No"
0,"1st","male",40,0,0,27.7208,"C",0,27.7208,0.497361146016587,0.422351693624075,0.818342507458817,0.179379650261131,1,1,0,0,"No"
0,"3rd","male",23.5,0,0,7.2292,"C",0,7.2292,0.290022618748429,0.110143461355631,-0.42184646332057,-0.821107394805792,1,1,0,0,"No"
0,"1st","female",2,1,2,151.55,"S",1,65.6344,0.0198542347323448,1,-2.03785027373007,2.03048281603878,0,0,0,1,"No"
1,"1st","male",40,0,0,30.5,"S",1,30.5,0.497361146016587,0.464695342686152,0.818342507458817,0.315072011797077,1,0,0,1,"Yes"
1,"1st","female",50,0,1,247.5208,"C",1,65.6344,0.62302085951244,1,1.56997218671905,2.03048281603878,0,1,0,0,"Yes"
1,"3rd","female",21.5,0,0,7.75,"Q",0,7.75,0.264890676049259,0.118078324780908,-0.572172399172616,-0.795679724293443,0,0,1,0,"Yes"
1,"3rd","male",25,2,0,23.25,"Q",0,23.25,0.308871575772807,0.354234974342723,-0.309102011431534,-0.0389038161878141,1,0,1,0,"Yes"
0,"3rd","male",19,0,0,0,"S",0,0,0.233475747675295,0,-0.760079818987675,-1.17406767834626,1,0,0,1,"No"
1,"2nd","female",28,0,0,12.35,"Q",1,12.35,0.346569489821563,0.188163524005704,-0.0836131076534643,-0.571088164468546,0,0,1,0,"Yes"
0,"3rd","male",25,0,0,8.05,"S",0,8.05,0.308871575772807,0.122649098643394,-0.309102011431534,-0.781032448652689,1,0,0,1,"No"
1,"1st","male",0.92,1,2,151.55,"S",1,65.6344,0.00628298567479266,1,-2.11902627909018,2.03048281603878,1,0,0,1,"Yes"
1,"1st","female",35,0,0,110.8833,"C",0,65.6344,0.43453128926866,1,0.4425276678287,2.03048281603878,0,1,0,0,"Yes"
1,"1st","female",17,1,0,108.9,"C",1,65.6344,0.208343804976125,1,-0.910405754839722,2.03048281603878,0,1,0,0,"Yes"
0,"2nd","male",30,1,0,24,"C",0,24,0.371701432520734,0.36566190899894,0.0667128281985825,-0.00228562708592884,1,1,0,0,"No"
1,"1st","female",30,0,0,56.9292,"C",1,56.9292,0.371701432520734,0.867368331240935,0.0667128281985825,1.6054579363458,0,1,0,0,"Yes"
1,"1st","female",24,0,0,83.1583,"C",1,65.6344,0.296305604423222,1,-0.384264979357558,2.03048281603878,0,1,0,0,"Yes"
1,"1st","female",18,2,2,262.375,"C",1,65.6344,0.22090977632571,1,-0.835242786913698,2.03048281603878,0,1,0,0,"Yes"
0,"2nd","female",26,1,1,26,"S",0,26,0.321437547122393,0.396133734748851,-0.233939043505511,0.0953628771857652,0,0,0,1,"No"
0,"3rd","male",28,0,0,7.8958,"S",0,7.8958,0.346569489821563,0.120299720878076,-0.0836131076534643,-0.788561148332036,1,0,0,1,"No"
0,"2nd","male",43,1,1,26.25,"S",0,26.25,0.535059060065343,0.39994271296759,1.04383141123689,0.107568940219727,1,0,0,1,"No"
1,"3rd","female",26,0,0,7.8542,"S",0,7.8542,0.321437547122393,0.119665906902478,-0.233939043505511,-0.790592237220887,0,0,0,1,"Yes"
1,"2nd","female",24,1,0,26,"S",0,26,0.296305604423222,0.396133734748851,-0.384264979357558,0.0953628771857652,0,0,0,1,"Yes"
0,"2nd","male",54,0,0,14,"S",0,14,0.673284744910782,0.213302780249381,1.87062405842314,-0.490528148444399,1,0,0,1,"No"
1,"1st","female",31,0,2,164.8667,"S",1,65.6344,0.384267403870319,1,0.141875796124606,2.03048281603878,0,0,0,1,"Yes"
1,"1st","female",40,1,1,134.5,"C",1,65.6344,0.497361146016587,1,0.818342507458817,2.03048281603878,0,1,0,0,"Yes"
0,"3rd","male",22,0,0,7.25,"S",0,7.25,0.271173661724051,0.11046036834343,-0.534590915209605,-0.820091850361366,1,0,0,1,"No"
0,"3rd","male",27,0,0,7.8958,"S",0,7.8958,0.334003518471978,0.120299720878076,-0.158776075579488,-0.788561148332036,1,0,0,1,"No"
1,"2nd","female",30,0,0,12.35,"Q",0,12.35,0.371701432520734,0.188163524005704,0.0667128281985825,-0.571088164468546,0,0,1,0,"Yes"
1,"2nd","female",22,1,1,29,"S",0,29,0.271173661724051,0.441841473373719,-0.534590915209605,0.241835633593306,0,0,0,1,"Yes"
0,"3rd","male",25,8,2,69.55,"S",0,65.6344,0.308871575772807,1,-0.309102011431534,2.03048281603878,1,0,0,1,"No"
1,"1st","female",36,0,0,135.6333,"C",1,65.6344,0.447097260618246,1,0.517690635754723,2.03048281603878,0,1,0,0,"Yes"
0,"3rd","male",61,0,0,6.2375,"S",0,6.2375,0.761246544357879,0.0950340065575369,2.39676483390531,-0.869526405648911,1,0,0,1,"No"
1,"2nd","female",36,0,0,13,"S",1,13,0.447097260618246,0.198066867374426,0.517690635754723,-0.539352400580246,0,0,0,1,"Yes"
1,"3rd","female",31,1,1,20.525,"S",0,20.525,0.384267403870319,0.312717111758468,0.141875796124606,-0.171949903257997,0,0,0,1,"Yes"
1,"1st","female",16,0,1,57.9792,"C",1,57.9792,0.195777833626539,0.883366039759638,-0.985568722765745,1.65672340108844,0,1,0,0,"Yes"
1,"3rd","female",21.5,2,0,23.25,"Q",0,23.25,0.264890676049259,0.354234974342723,-0.572172399172616,-0.0389038161878141,0,0,1,0,"Yes"
0,"1st","male",45.5,0,0,28.5,"S",1,28.5,0.566473988439306,0.434223516936241,1.23173883105195,0.217423507525383,1,0,0,1,"No"
0,"1st","male",38,0,1,153.4625,"S",1,65.6344,0.472229203317416,1,0.66801657160677,2.03048281603878,1,0,0,1,"No"
0,"3rd","male",16,2,0,18,"S",0,18,0.195777833626539,0.274246431749205,-0.985568722765745,-0.295231139901011,1,0,0,1,"No"
1,"1st","female",35,1,0,133.65,"S",0,65.6344,0.43453128926866,1,0.4425276678287,2.03048281603878,0,0,0,1,"Yes"
0,"3rd","male",25,0,0,7.8958,"S",0,7.8958,0.308871575772807,0.120299720878076,-0.309102011431534,-0.788561148332036,1,0,0,1,"No"
0,"1st","male",29,1,0,66.6,"S",1,65.6344,0.359135461171149,1,-0.00845013972744087,2.03048281603878,1,0,0,1,"No"
1,"1st","female",41,0,0,134.5,"C",1,65.6344,0.509927117366172,1,0.89350547538484,2.03048281603878,0,1,0,0,"Yes"
1,"3rd","male",45,0,0,8.05,"S",0,8.05,0.560191002764514,0.122649098643394,1.19415734708893,-0.781032448652689,1,0,0,1,"Yes"
0,"1st","male",45,0,0,35.5,"S",1,35.5,0.560191002764514,0.540874907060931,1.19415734708893,0.559193272476312,1,0,0,1,"No"
1,"2nd","male",2,1,1,26,"S",1,26,0.0198542347323448,0.396133734748851,-2.03785027373007,0.0953628771857652,1,0,0,1,"Yes"
1,"1st","female",24,3,2,263,"S",1,65.6344,0.296305604423222,1,-0.384264979357558,2.03048281603878,0,0,0,1,"Yes"
0,"2nd","male",28,0,0,13,"S",0,13,0.346569489821563,0.198066867374426,-0.0836131076534643,-0.539352400580246,1,0,0,1,"No"
0,"2nd","male",25,0,0,13,"S",0,13,0.308871575772807,0.198066867374426,-0.309102011431534,-0.539352400580246,1,0,0,1,"No"
0,"2nd","male",36,0,0,13,"S",0,13,0.447097260618246,0.198066867374426,0.517690635754723,-0.539352400580246,1,0,0,1,"No"
1,"2nd","female",24,0,0,13,"S",1,13,0.296305604423222,0.198066867374426,-0.384264979357558,-0.539352400580246,0,0,0,1,"Yes"
1,"2nd","female",40,0,0,13,"S",0,13,0.497361146016587,0.198066867374426,0.818342507458817,-0.539352400580246,0,0,0,1,"Yes"
1,"3rd","female",21.5,1,0,16.1,"S",0,16.1,0.264890676049259,0.245298197286789,-0.572172399172616,-0.38799721895912,0,0,0,1,"Yes"
1,"3rd","male",3,1,1,15.9,"S",0,15.9,0.0324202060819301,0.242251014711797,-1.96268730580405,-0.39776206938629,1,0,0,1,"Yes"
0,"3rd","male",42,0,0,8.6625,"S",0,8.6625,0.522493088715758,0.131981095279305,0.968668443310863,-0.751127594219482,1,0,0,1,"No"
0,"3rd","male",23,0,0,9.225,"S",0,9.225,0.283739633073637,0.140551296271467,-0.459427947283581,-0.723663952393068,1,0,0,1,"No"
0,"1st","male",40,0,0,35,"S",1,35,0.497361146016587,0.533256950623454,0.818342507458817,0.534781146408388,1,0,0,1,"No"
0,"3rd","male",15,1,1,7.2292,"C",0,7.2292,0.183211862276954,0.110143461355631,-1.06073169069177,-0.821107394805792,1,1,0,0,"No"
0,"3rd","male",25,1,0,17.8,"S",0,17.8,0.308871575772807,0.271199249174214,-0.309102011431534,-0.30499599032818,1,0,0,1,"No"
0,"3rd","male",25,0,0,7.225,"C",0,7.225,0.308871575772807,0.110079470521556,-0.309102011431534,-0.821312456664762,1,1,0,0,"No"
0,"3rd","male",28,0,0,9.5,"S",0,9.5,0.346569489821563,0.14474117231208,-0.0836131076534643,-0.71023728305571,1,0,0,1,"No"
1,"1st","female",22,0,1,55,"S",1,55,0.271173661724051,0.83797520812257,-0.534590915209605,1.51126618912533,0,0,0,1,"Yes"
0,"2nd","female",38,0,0,13,"S",0,13,0.472229203317416,0.198066867374426,0.66801657160677,-0.539352400580246,0,0,0,1,"No"
1,"3rd","female",21.5,0,0,7.8792,"Q",0,7.8792,0.264890676049259,0.120046804724352,-0.572172399172616,-0.789371630917491,0,0,1,0,"Yes"
1,"3rd","female",21.5,0,0,7.8792,"Q",0,7.8792,0.264890676049259,0.120046804724352,-0.572172399172616,-0.789371630917491,0,0,1,0,"Yes"
0,"3rd","male",40,1,4,27.9,"S",0,27.9,0.497361146016587,0.425081969211267,0.818342507458817,0.188128956243874,1,0,0,1,"No"
0,"2nd","male",29,1,0,27.7208,"C",0,27.7208,0.359135461171149,0.422351693624075,-0.00845013972744087,0.179379650261131,1,1,0,0,"No"
0,"3rd","female",45,0,1,14.4542,"C",0,14.4542,0.560191002764514,0.220222931877186,1.19415734708893,-0.468352173124297,0,1,0,0,"No"
0,"3rd","male",35,0,0,7.05,"S",0,7.05,0.43453128926866,0.107413185768439,0.4425276678287,-0.829856700788536,1,0,0,1,"No"
0,"3rd","male",25,1,0,15.5,"Q",0,15.5,0.308871575772807,0.236156649561815,-0.309102011431534,-0.417291770240628,1,0,1,0,"No"
0,"3rd","male",30,0,0,7.25,"S",0,7.25,0.371701432520734,0.11046036834343,0.0667128281985825,-0.820091850361366,1,0,0,1,"No"
1,"1st","female",60,1,0,75.25,"C",1,65.6344,0.748680573008293,1,2.32160186597928,2.03048281603878,0,1,0,0,"Yes"
1,"3rd","female",21.5,0,0,7.2292,"C",0,7.2292,0.264890676049259,0.110143461355631,-0.572172399172616,-0.821107394805792,0,1,0,0,"Yes"
1,"3rd","female",21.5,0,0,7.75,"Q",0,7.75,0.264890676049259,0.118078324780908,-0.572172399172616,-0.795679724293443,0,0,1,0,"Yes"
1,"1st","female",24,0,0,69.3,"C",1,65.6344,0.296305604423222,1,-0.384264979357558,2.03048281603878,0,1,0,0,"Yes"
1,"1st","male",25,1,0,55.4417,"C",1,55.4417,0.308871575772807,0.844704910839438,-0.309102011431534,1.53283186129373,1,1,0,0,"Yes"
0,"3rd","male",18,1,0,6.4958,"S",0,6.4958,0.22090977632571,0.098969442853138,-0.835242786913698,-0.856915101322222,1,0,0,1,"No"
0,"3rd","male",19,0,0,8.05,"S",0,8.05,0.233475747675295,0.122649098643394,-0.760079818987675,-0.781032448652689,1,0,0,1,"No"
0,"1st","male",22,0,0,135.6333,"C",0,65.6344,0.271173661724051,1,-0.534590915209605,2.03048281603878,1,1,0,0,"No"
0,"3rd","female",3,3,1,21.075,"S",0,21.075,0.0324202060819301,0.321096863839694,-1.96268730580405,-0.145096564583281,0,0,0,1,"No"
1,"1st","female",35,1,0,82.1708,"C",0,65.6344,0.43453128926866,1,0.4425276678287,2.03048281603878,0,1,0,0,"Yes"
